source_platform,post_id,date,author_id,country,brand_origin,retailer,market_type,rating,engagement_count,text,sentiment_vader_existing,text_clean,vader_neg,vader_neu,vader_pos,vader_compound,textblob_polarity,textblob_subjectivity,bert_label,bert_confidence,bert_score
Google_Reviews,,2025-11-10,Roger Beasley,UK,Local,Tesco,Individualistic,1,,What no fish boullion pots or fish stock cubes,,What no fish boullion pots or fish stock cubes,0.216,0.784,0.0,-0.296,0.0,0.0,neutral,0.5571423172950745,0.0
Google_Reviews,,2025-11-10,Aicha Sow,UK,Local,Tesco,Individualistic,5,,"I would like to express my deepest appreciation to Leona who works in Tesco's superstore in Lewisham. 
 Leona is a model of professionalism at the highest level and her customer ...aria-label: Read more of Aicha Sow's review | More",,I would like to express my deepest appreciation to Leona who works in Tesco's superstore in Lewisham. Leona is a model of professionalism at the highest level and her customer ...aria-label: Read more of Aicha Sow's review More,0.0,0.861,0.139,0.7003,0.5,0.5,positive,0.9466765522956848,1.0
Google_Reviews,,2025-11-10,Khaki,UK,Local,Tesco,Individualistic,1,,Rude & toxic staff on checkouts and always have to search for baskets as none are often available at the entrance.,,Rude toxic staff on checkouts and always have to search for baskets as none are often available at the entrance.,0.136,0.864,0.0,-0.4588,0.05000000000000002,0.5,negative,0.9161854982376099,-1.0
Google_Reviews,,2025-11-10,Jayj,UK,Local,Tesco,Individualistic,2,,The men's bathrooms in this place is absolutely vile. And the cashiers never say hello they just look at you waiting for you to say hi to them. You can tell when a place has been given up on because if I see this how does the store manager not see it. Sainsbury's up Lee high Road in Lee is much better .,,The men's bathrooms in this place is absolutely vile. And the cashiers never say hello they just look at you waiting for you to say hi to them. You can tell when a place has been given up on because if I see this how does the store manager not see it. Sainsbury's up Lee high Road in Lee is much better .,0.064,0.893,0.042,-0.3597,0.2866666666666667,0.6466666666666666,negative,0.9047533273696899,-1.0
Google_Reviews,,2025-10-10,atlas everlast,UK,Local,Tesco,Individualistic,1,,the killer is there,,the killer is there,0.589,0.411,0.0,-0.6486,0.0,0.0,negative,0.6502291560173035,-1.0
Google_Reviews,,2025-10-10,Quintin Balsdon,UK,Local,Tesco,Individualistic,2,,Just walked being shouted at by a guard for not knowing their unmarked exit was an exit. ...aria-label: Read more of Quintin Balsdon's review | More,,Just walked being shouted at by a guard for not knowing their unmarked exit was an exit. ...aria-label: Read more of Quintin Balsdon's review More,0.0,1.0,0.0,0.0,0.5,0.5,negative,0.6286180019378662,-1.0
Google_Reviews,,2025-10-10,Rawan S,UK,Local,Tesco,Individualistic,5,,Grace went above and beyond with her customer service! She was incredibly helpful in resolving my situation and I truly appreciate everything she did. Outstanding support!,,Grace went above and beyond with her customer service! She was incredibly helpful in resolving my situation and I truly appreciate everything she did. Outstanding support!,0.0,0.468,0.532,0.9667,0.5083333333333333,0.625,positive,0.9824438691139221,1.0
Google_Reviews,,2025-09-10,Danny Davidson,UK,Local,Tesco,Individualistic,5,,"Very nice.Little tesco express very convenient, very well.Stocks, and it is also directly opposite a sainsbury's local, which is very good if one shop doesn't have what you want.You just have to cross the road",,"Very nice.Little tesco express very convenient, very well.Stocks, and it is also directly opposite a sainsbury's local, which is very good if one shop doesn't have what you want.You just have to cross the road",0.0,0.914,0.086,0.4927,0.21571428571428572,0.24000000000000002,positive,0.9212661981582642,1.0
Google_Reviews,,2025-08-10,Tom Callaghan,UK,Local,Tesco,Individualistic,1,,"Not reflective of the physical store, but of the delivery: 
 
 I placed a large order earlier in the week, had it booked for Friday PM between ...aria-label: Read more of Tom Callaghan's review | More",,"Not reflective of the physical store, but of the delivery: I placed a large order earlier in the week, had it booked for Friday PM between ...aria-label: Read more of Tom Callaghan's review More",0.0,1.0,0.0,0.0,0.24285714285714288,0.41428571428571426,neutral,0.9268636107444763,0.0
Google_Reviews,,2025-07-10,C hi,UK,Local,Tesco,Individualistic,5,,"Big Tesco with clothing, groceries, Tesco mobile, cash machine, toilets, plants, bakery etc. the store is clean and the prices are reasonable. Also the store is located close to Lewisham station..if you are going regularly make sure you get ...aria-label: Read more of C hi's review | More",,"Big Tesco with clothing, groceries, Tesco mobile, cash machine, toilets, plants, bakery etc. the store is clean and the prices are reasonable. Also the store is located close to Lewisham station..if you are going regularly make sure you get ...aria-label: Read more of C hi's review More",0.0,0.9,0.1,0.6124,0.2952380952380952,0.4808302808302808,positive,0.8630446195602417,1.0
Google_Reviews,,2025-06-10,Beatrice Formenton,UK,Local,Tesco,Individualistic,5,,Thank you so much to Sophie and to her colleague this morning who massively helped me when I felt unwell and did not leave my side for a sec❤️,,Thank you so much to Sophie and to her colleague this morning who massively helped me when I felt unwell and did not leave my side for a sec,0.0,0.881,0.119,0.3915,0.03333333333333333,0.6,positive,0.8804048299789429,1.0
Google_Reviews,,2025-06-10,Aaron Mason,UK,Local,Tesco,Individualistic,5,,Security guy is really good,,Security guy is really good,0.0,0.349,0.651,0.6801,0.7,0.6000000000000001,positive,0.9245321154594421,1.0
Google_Reviews,,2025-06-10,Gemma Suyo,UK,Local,Tesco,Individualistic,5,,Groceries and Noises,,Groceries and Noises,0.0,1.0,0.0,0.0,0.0,0.0,neutral,0.801281213760376,0.0
Google_Reviews,,2025-06-10,Sarah McNeil,UK,Local,Tesco,Individualistic,5,,"They have quite a wide range of products and you can find almost everything you need. But what really made my day is how helpful, patient and professional they bakery lady was. As I have a nuts allergy, I have asked her about the ...aria-label: Read more of Sarah McNeil's review | More",,"They have quite a wide range of products and you can find almost everything you need. But what really made my day is how helpful, patient and professional they bakery lady was. As I have a nuts allergy, I have asked her about the ...aria-label: Read more of Sarah McNeil's review More",0.052,0.883,0.065,0.1901,0.24,0.34,positive,0.9624301791191101,1.0
Google_Reviews,,2025-06-10,Sergejs Čuhrajs,UK,Local,Tesco,Individualistic,2,,Non-competitive prices and non-functional self check-outs resulting in massive queues even on quieter days. Avoid.,,Non-competitive prices and non-functional self check-outs resulting in massive queues even on quieter days. Avoid.,0.136,0.864,0.0,-0.296,0.0,1.0,negative,0.8666139245033264,-1.0
Google_Reviews,,2025-05-10,Manoj Amarasingha,UK,Local,Tesco,Individualistic,5,,Great,,Great,0.0,0.0,1.0,0.6249,0.8,0.75,positive,0.7565580010414124,1.0
Google_Reviews,,2025-05-10,Elisabeth,UK,Local,Tesco,Individualistic,5,,Very friendly staff - special thanks to Maz from Tesco Mobile for going above and beyond to help me with my Clubcard app and registration!,,Very friendly staff - special thanks to Maz from Tesco Mobile for going above and beyond to help me with my Clubcard app and registration!,0.0,0.635,0.365,0.9019,0.2611607142857143,0.3803571428571429,positive,0.9733330011367798,1.0
Google_Reviews,,2025-05-10,Vanessa Gray,UK,Local,Tesco,Individualistic,5,,"Very honest staff - twice I have left a purse and credit card at the checkout and they were there awaiting my collection. I was amazed and delighted. Shopping has good variety and good value with Tesco card. 
 Deli section needs improvement and sushi needs to go.",,Very honest staff - twice I have left a purse and credit card at the checkout and they were there awaiting my collection. I was amazed and delighted. Shopping has good variety and good value with Tesco card. Deli section needs improvement and sushi needs to go.,0.0,0.62,0.38,0.9716,0.576,0.58,positive,0.9678836464881897,1.0
Google_Reviews,,2025-03-10,Dan Olsen,UK,Local,Tesco,Individualistic,5,,Great superstore with sweet and helpful staff!,,Great superstore with sweet and helpful staff!,0.0,0.282,0.718,0.8805,0.61875,0.7,positive,0.9824761152267456,1.0
Google_Reviews,,2025-02-10,Laura Dickens,UK,Local,Tesco,Individualistic,5,,"Really happy with my experience today! Had a good range of bakery products, and loved the inclusion of vegan croissants and pain au chocolat (the reason I came!). The prices seemed actually good compared to what I was expecting and the ...aria-label: Read more of Laura Dickens's review | More",,"Really happy with my experience today! Had a good range of bakery products, and loved the inclusion of vegan croissants and pain au chocolat (the reason I came!). The prices seemed actually good compared to what I was expecting and the ...aria-label: Read more of Laura Dickens's review More",0.054,0.715,0.232,0.8996,0.7125,0.6666666666666666,positive,0.9841485023498535,1.0
Google_Reviews,,2025-01-10,Stefan Henrique Schluep (S.H),UK,Local,Tesco,Individualistic,1,,Customer service is non existent in that shop . Staff are rude and condescending. Left my shopping and went elsewhere.,,Customer service is non existent in that shop . Staff are rude and condescending. Left my shopping and went elsewhere.,0.136,0.864,0.0,-0.4588,-0.15,0.3,negative,0.9288739562034607,-1.0
Google_Reviews,,2024-12-10,Brandon London,UK,Local,Tesco,Individualistic,2,,"This store doesn't rank highly on my list of places to shop. While the older layout is functional, it feels dated and doesn't create an inviting atmosphere. The product range is quite limited, which is disappointing as it leaves little ...aria-label: Read more of Brandon London's review | More",,"This store doesn't rank highly on my list of places to shop. While the older layout is functional, it feels dated and doesn't create an inviting atmosphere. The product range is quite limited, which is disappointing as it leaves little ...aria-label: Read more of Brandon London's review More",0.172,0.828,0.0,-0.8003,-0.04153273809523811,0.5145238095238095,negative,0.8867836594581604,-1.0
Google_Reviews,,2024-12-10,Faith Dixon,UK,Local,Tesco,Individualistic,5,,"Ty was extremely helpful, he helped me get a steak when there was literally none left in the shelf and I was cravingggg it after a 12 hour shift :). He was incredibly friendly and kind. I will definitely keep shopping here !!",,"Ty was extremely helpful, he helped me get a steak when there was literally none left in the shelf and I was cravingggg it after a 12 hour shift :). He was incredibly friendly and kind. I will definitely keep shopping here !!",0.0,0.702,0.298,0.9445,0.225,0.65,positive,0.9591143727302551,1.0
Google_Reviews,,2024-12-10,Alexandra Harradine,UK,Local,Tesco,Individualistic,5,,Love Tesco. What is there not to love?,,Love Tesco. What is there not to love?,0.248,0.442,0.31,0.21,0.5,0.6,positive,0.9841155409812927,1.0
Google_Reviews,,2024-12-10,Fabio Capacchione,UK,Local,Tesco,Individualistic,2,,The photo booth is out of of order since a long time.,,The photo booth is out of of order since a long time.,0.0,1.0,0.0,0.0,-0.05,0.4,negative,0.8717588782310486,-1.0
Google_Reviews,,2024-12-10,william nugent,UK,Local,Tesco,Individualistic,4,,I was in tesco (lewisham) this morning. I was looking for Gillette razors but the ones I wanted were not on display. I asked the lady working on health and beauty if they were in stock. She went into the stockroom and brought back what I ...aria-label: Read more of william nugent's review | More,,I was in tesco (lewisham) this morning. I was looking for Gillette razors but the ones I wanted were not on display. I asked the lady working on health and beauty if they were in stock. She went into the stockroom and brought back what I ...aria-label: Read more of william nugent's review More,0.0,0.911,0.089,0.7351,0.3333333333333333,0.3333333333333333,neutral,0.735668420791626,0.0
Google_Reviews,,2024-12-10,Emerson Queiroz,UK,Local,Tesco,Individualistic,5,,Best prices,,Best prices,0.0,0.192,0.808,0.6369,1.0,0.3,positive,0.8291274905204773,1.0
Google_Reviews,,2024-12-10,Klaudia Bielasta,UK,Local,Tesco,Individualistic,1,,The worse experience ever. I made my online order during the week to be delivered on Saturday as Sunday was my birthday. My order has been cancelled without giving a reason 3 hours before the delivery time on the day which is unacceptable. ...aria-label: Read more of Klaudia Bielasta's review | More,,The worse experience ever. I made my online order during the week to be delivered on Saturday as Sunday was my birthday. My order has been cancelled without giving a reason 3 hours before the delivery time on the day which is unacceptable. ...aria-label: Read more of Klaudia Bielasta's review More,0.177,0.823,0.0,-0.8456,0.19999999999999998,0.5333333333333333,negative,0.9014606475830078,-1.0
Google_Reviews,,2024-12-10,Pim,UK,Local,Tesco,Individualistic,4,,"This is a great store, always well stocked, clean and organised. Self checkout can be a bit slow though (why are there always multiple selfservice tills closed even when it busy?) and there is a chronic lack of shopping baskets as well which is annoying...",,"This is a great store, always well stocked, clean and organised. Self checkout can be a bit slow though (why are there always multiple selfservice tills closed even when it busy?) and there is a chronic lack of shopping baskets as well which is annoying...",0.091,0.709,0.2,0.7184,0.009523809523809521,0.45,negative,0.3845060467720032,-1.0
Google_Reviews,,2024-12-10,Jordan McKinlay,UK,Local,Tesco,Individualistic,3,,Where are the bloody baskets????,,Where are the bloody baskets????,0.491,0.509,0.0,-0.594,-0.8,0.9,negative,0.8650709986686707,-1.0
Google_Reviews,,2024-12-10,Sammohan Chhetri,UK,Local,Tesco,Individualistic,1,,Ridiculous service! Pitiful how favourism goes around here. The bakery lady was hiding reduced items and offering to selected customers only 🤣.Next time might have security guard allowing such selected customers only.,,Ridiculous service! Pitiful how favourism goes around here. The bakery lady was hiding reduced items and offering to selected customers only .Next time might have security guard allowing such selected customers only.,0.212,0.726,0.062,-0.6996,-0.10416666666666666,0.875,negative,0.913227379322052,-1.0
Google_Reviews,,2024-12-10,Al Gomeryc,UK,Local,Tesco,Individualistic,2,,"It's usually very well stocked and I usually find what I need. But where are the baskets?? Every time I come in, I need to walk all the way to the cashiers to find one. The staff don't seem to bother bringing baskets to the entrance like any supermarket would do... It's very annoying",,"It's usually very well stocked and I usually find what I need. But where are the baskets?? Every time I come in, I need to walk all the way to the cashiers to find one. The staff don't seem to bother bringing baskets to the entrance like any supermarket would do... It's very annoying",0.065,0.808,0.127,0.435,-0.35000000000000003,0.5166666666666667,neutral,0.434603750705719,0.0
Google_Reviews,,2024-12-10,Peter Sykes,UK,Local,Tesco,Individualistic,2,,Till staff are really rude. I won't bother coming back to this store as everything seems to be broken,,Till staff are really rude. I won't bother coming back to this store as everything seems to be broken,0.262,0.655,0.083,-0.655,-0.2333333333333333,0.3333333333333333,negative,0.9412081241607666,-1.0
Google_Reviews,,2024-12-10,Hexx Iztenze,UK,Local,Tesco,Individualistic,1,,"Edited Review. This store is a joke. 
 I'll try and avoid going on one on this devious, lying, money hungry company in general and try to stick to this store. ...aria-label: Read more of Hexx Iztenze's review | More",,"Edited Review. This store is a joke. I'll try and avoid going on one on this devious, lying, money hungry company in general and try to stick to this store. ...aria-label: Read more of Hexx Iztenze's review More",0.131,0.818,0.051,-0.5267,0.35000000000000003,0.5,negative,0.9102013111114502,-1.0
Google_Reviews,,2024-12-10,Jesse Reed,UK,Local,Tesco,Individualistic,5,,Friendly staff. I love this store. Kelly in customer service is a rock star!,,Friendly staff. I love this store. Kelly in customer service is a rock star!,0.0,0.609,0.391,0.8268,0.5,0.55,positive,0.9863248467445374,1.0
Google_Reviews,,2024-12-10,Emerson Queiroz,UK,Local,Tesco,Individualistic,5,,Value for money 💰,,Value for money,0.0,0.455,0.545,0.34,0.0,0.0,neutral,0.5725564360618591,0.0
Google_Reviews,,2024-12-10,Sue Halket,UK,Local,Tesco,Individualistic,1,,"Unpleasant girl at self checkout this morning, this is my first and last visit to Lewisham Tesco",,"Unpleasant girl at self checkout this morning, this is my first and last visit to Lewisham Tesco",0.162,0.838,0.0,-0.4767,-0.1333333333333333,0.44999999999999996,negative,0.8860204815864563,-1.0
Google_Reviews,,2024-12-10,Georgina Alice,UK,Local,Tesco,Individualistic,1,,"I was doing my shopping yesterday and witnessed one of the staff members on till being very rude and disrespectful to a customer. He blatantly told the customer to ""shut up"" and said he was ""doing them a favor"" for scanning his items while ...aria-label: Read more of Georgina Alice's review | More",,"I was doing my shopping yesterday and witnessed one of the staff members on till being very rude and disrespectful to a customer. He blatantly told the customer to ""shut up"" and said he was ""doing them a favor"" for scanning his items while ...aria-label: Read more of Georgina Alice's review More",0.059,0.893,0.048,-0.1513,0.027499999999999997,0.5700000000000001,negative,0.7295636534690857,-1.0
Google_Reviews,,2024-12-10,C M,UK,Local,Tesco,Individualistic,1,,One of the staff started to clear my basket away 20 seconds after I put it down to go and get something from a different aisle.He also threw it into one of the open fridges to move it out of the way. Very concerning,,One of the staff started to clear my basket away 20 seconds after I put it down to go and get something from a different aisle.He also threw it into one of the open fridges to move it out of the way. Very concerning,0.0,0.943,0.057,0.3818,0.028888888888888888,0.4144444444444444,negative,0.6620298027992249,-1.0
Google_Reviews,,2024-12-10,Winifred Cook,UK,Local,Tesco,Individualistic,5,,"During a recent visit to Tesco Superstore at Lewisham, I suddenly felt unwell and dizzy while making a purchase. One of the staff members quickly noticed and went above and beyond to assist me. She offered me a chair, called for medical ...aria-label: Read more of Winifred Cook's review | More",,"During a recent visit to Tesco Superstore at Lewisham, I suddenly felt unwell and dizzy while making a purchase. One of the staff members quickly noticed and went above and beyond to assist me. She offered me a chair, called for medical ...aria-label: Read more of Winifred Cook's review More",0.037,0.963,0.0,-0.2263,0.19047619047619047,0.33571428571428574,neutral,0.7562208771705627,0.0
Google_Reviews,,2024-12-10,Josh Optyma,UK,Local,Tesco,Individualistic,4,,"Love this store, they take care of my needs",,"Love this store, they take care of my needs",0.0,0.486,0.514,0.8126,0.5,0.6,positive,0.9785297513008118,1.0
Google_Reviews,,2024-12-10,J L,UK,Local,Tesco,Individualistic,4,,There's quite a bit of parking outside. It only ever gets really full around the Christmas period. ...aria-label: Read more of J L's review | More,,There's quite a bit of parking outside. It only ever gets really full around the Christmas period. ...aria-label: Read more of J L's review More,0.0,1.0,0.0,0.0,0.27,0.52,neutral,0.8409611582756042,0.0
Google_Reviews,,2024-12-10,Alicia,UK,Local,Tesco,Individualistic,1,,I was running around for 15 minutes trying to find entrance and couldn't.. google maps not helping as showing to go around ...had to give up to catch train but it was absolutely ridiculous.. I followed their signs but it's telling you entrance this way and you go on but then you go right out by the exit..,,I was running around for 15 minutes trying to find entrance and couldn't.. google maps not helping as showing to go around ...had to give up to catch train but it was absolutely ridiculous.. I followed their signs but it's telling you entrance this way and you go on but then you go right out by the exit..,0.084,0.916,0.0,-0.629,-0.023809523809523808,0.7678571428571428,negative,0.8982624411582947,-1.0
Google_Reviews,,2024-12-10,Berkeli H,UK,Local,Tesco,Individualistic,4,,"It's Tesco... Selection of food isn't too great in my opinion, but prices seem to be competitive when compared to others",,"It's Tesco... Selection of food isn't too great in my opinion, but prices seem to be competitive when compared to others",0.093,0.819,0.088,-0.025,0.8,0.75,negative,0.4700985550880432,-1.0
Google_Reviews,,2024-12-10,Morfy,UK,Local,Tesco,Individualistic,1,,Absolutely poor website worse than Sainsbury's who are utterly useless as well. You can only order 3 packs of water with Tesco. Joke. Stopped using immediately when this was apparent. Lost a potential long term customer Tesco!,,Absolutely poor website worse than Sainsbury's who are utterly useless as well. You can only order 3 packs of water with Tesco. Joke. Stopped using immediately when this was apparent. Lost a potential long term customer Tesco!,0.293,0.613,0.093,-0.8683,-0.1875,0.5928571428571429,negative,0.9461134672164917,-1.0
Google_Reviews,,2024-12-10,Vanessa Allen,UK,Local,Tesco,Individualistic,2,,Not the first time shopping here but the first time using their car park. Top level carpark is always full and a mess when the buses are parked up and trying to exit. Decided to use the lower underground level car park.... Let me tell you ...aria-label: Read more of Vanessa Allen's review | More,,Not the first time shopping here but the first time using their car park. Top level carpark is always full and a mess when the buses are parked up and trying to exit. Decided to use the lower underground level car park.... Let me tell you ...aria-label: Read more of Vanessa Allen's review More,0.102,0.861,0.037,-0.5927,0.31071428571428567,0.41309523809523807,negative,0.5779483914375305,-1.0
Google_Reviews,,2024-12-10,Stella Amono,UK,Local,Tesco,Individualistic,1,,"I have been robbed by cashiers in this store for over 20 pounds or more within the space of two weeks. They enter the most expensive item in my basket twice, the last time this happened I checked my receipt in the store. But today like the ...aria-label: Read more of Stella Amono's review | More",,"I have been robbed by cashiers in this store for over 20 pounds or more within the space of two weeks. They enter the most expensive item in my basket twice, the last time this happened I checked my receipt in the store. But today like the ...aria-label: Read more of Stella Amono's review More",0.0,0.943,0.057,0.5023,0.25,0.4611111111111111,negative,0.8477674722671509,-1.0
Google_Reviews,,2024-12-10,Imran Shafi,UK,Local,Tesco,Individualistic,5,,"Navin is one of the senior members of the team. This is Going back 4 or 5 weeks ago. Having to come throught after work. Explained one of my kids left shopping bag when my Mrs came earlier that day and when they got home, one bag was ...aria-label: Read more of Imran Shafi's review | More",,"Navin is one of the senior members of the team. This is Going back 4 or 5 weeks ago. Having to come throught after work. Explained one of my kids left shopping bag when my Mrs came earlier that day and when they got home, one bag was ...aria-label: Read more of Imran Shafi's review More",0.0,1.0,0.0,0.0,0.2,0.3,neutral,0.899092435836792,0.0
Google_Reviews,,2024-12-10,Vic Pinto,UK,Local,Tesco,Individualistic,5,,amazing!! truly a SUPERstore,,amazing!! truly a SUPERstore,0.0,0.215,0.785,0.8065,0.9375000000000001,0.9,positive,0.977508544921875,1.0
Google_Reviews,,2024-12-10,Mike Wilkins,UK,Local,Tesco,Individualistic,1,,"No baskets. Few tills open and half of self service not working. Poor service and staff attitude.. Shelves poorly stocked and little choice. 
 Probably the worst Tescos I have been to.",,No baskets. Few tills open and half of self service not working. Poor service and staff attitude.. Shelves poorly stocked and little choice. Probably the worst Tescos I have been to.,0.171,0.76,0.069,-0.5784,-0.33630952380952384,0.49523809523809526,negative,0.9401784539222717,-1.0
Google_Reviews,,2024-12-10,Valerio Savo,UK,Local,Tesco,Individualistic,5,,"Big Tesco with great stock, parking and little queue despite being always busy",,"Big Tesco with great stock, parking and little queue despite being always busy",0.0,0.745,0.255,0.6249,0.178125,0.41250000000000003,positive,0.9257403016090393,1.0
Google_Reviews,,2024-12-10,Sumo Naz,UK,Local,Tesco,Individualistic,4,,"Good collections of different flavours of foods. Small selection of clothes. 
 Toilets are clean 
 1hour 30 min parking time",,Good collections of different flavours of foods. Small selection of clothes. Toilets are clean 1hour 30 min parking time,0.0,0.752,0.248,0.6808,0.20416666666666666,0.5750000000000001,positive,0.9382801055908203,1.0
Google_Reviews,,2024-12-10,Charlie Alderwick,UK,Local,Tesco,Individualistic,3,,"1) There is nearly everything here that you could want to buy for regular grocery shopping and yet there is NO, pitta bread. We have enquired and even witnessed others asking about where the pitta bread is, and the answer is they simply do ...aria-label: Read more of Charlie Alderwick's review | More",,"1) There is nearly everything here that you could want to buy for regular grocery shopping and yet there is NO, pitta bread. We have enquired and even witnessed others asking about where the pitta bread is, and the answer is they simply do ...aria-label: Read more of Charlie Alderwick's review More",0.0,0.975,0.025,0.0772,0.22000000000000003,0.36681318681318686,negative,0.495560884475708,-1.0
Google_Reviews,,2024-12-10,Devon cassmore Harris,UK,Local,Tesco,Individualistic,3,,No cafe to have breakfast and lunch,,No cafe to have breakfast and lunch,0.268,0.732,0.0,-0.296,0.0,0.0,neutral,0.6694964170455933,0.0
Google_Reviews,,2024-12-10,Amy May,UK,Local,Tesco,Individualistic,4,,"Love this tesco 
 Nice and big 
 The security guard always has a smile on his face and is the best person to see ...aria-label: Read more of Amy May's review | More",,Love this tesco Nice and big The security guard always has a smile on his face and is the best person to see ...aria-label: Read more of Amy May's review More,0.0,0.618,0.382,0.9442,0.48571428571428577,0.4428571428571429,positive,0.9836740493774414,1.0
Google_Reviews,,2024-12-10,TIEN NGUYEN CAU,UK,Local,Tesco,Individualistic,4,,"TESCO Lewisham Superstore is located at 290, 290A Lewisham Rd, London SE13 7PA, UK. There are plenty of goods with reasonable prices here. We love to shop at this superstore.",,"TESCO Lewisham Superstore is located at 290, 290A Lewisham Rd, London SE13 7PA, UK. There are plenty of goods with reasonable prices here. We love to shop at this superstore.",0.0,0.873,0.127,0.6369,0.35,0.6,positive,0.9702817797660828,1.0
Google_Reviews,,2024-12-10,Diana L'amour,UK,Local,Tesco,Individualistic,4,,It is a supermarket where you go to do mostly food shopping what more can you say.,,It is a supermarket where you go to do mostly food shopping what more can you say.,0.0,1.0,0.0,0.0,0.5,0.5,neutral,0.761244535446167,0.0
